1,0.1,0.012285180994972,0.005813358560766,100,0.003458948343656,0.152729559277049,0.029624119339884,135,0.015170347534536
1,0.2,0.049522826881884,0.011842002053215,100,0.007045991221663,0.334317494889399,0.043190291676966,100,0.025698223547795
1,0.3,0.128132067714938,0.020857428932401,100,0.012410170214779,0.574197126204595,0.056774935390879,100,0.033781086557573
1,0.4,0.261443561011382,0.035698466105744,100,0.021240587332918,0.872848622844985,0.085255149405853,100,0.050726813896483
1,0.5,0.502328782518051,0.064503167888523,100,0.038379384893671,1.33199457414319,0.127731156200449,100,0.076000037939267
1,0.6,0.886259193190791,0.110120680538976,100,0.065521804920691,1.9734469494523,0.197640925793435,100,0.117596350847094
1,0.7,1.65791413536207,0.248261586877562,100,0.14771564419215,3.14843457502146,0.402958838362461,100,0.239760508825664
1,0.8,3.12440180786298,0.472444453208934,100,0.281104449659316,5.22052699774812,0.727572291575632,100,0.432905513487501
1,0.9,7.74739923715963,1.9160912545081,218,0.77215574597905,11.3179302571046,2.57150415564913,184,1.12796411883383
Theoretical 1,0.1,0.011111111111111,,,0,0.148148148148148,,,0
Theoretical 1,0.2,0.05,,,0,0.333333333333333,,,0
Theoretical 1,0.3,0.128571428571429,,,0,0.571428571428572,,,0
Theoretical 1,0.4,0.266666666666667,,,0,0.888888888888889,,,0
Theoretical 1,0.5,0.5,,,0,1.33333333333333,,,0
Theoretical 1,0.6,0.9,,,0,2,,,0
Theoretical 1,0.7,1.63333333333333,,,0,3.11111111111111,,,0
Theoretical 1,0.8,3.2,,,0,5.33333333333334,,,0
Theoretical 1,0.9,8.1,,,0,12,,,0
2,0.1,0.003644528383257,0.097487858280363,3365,0.009999423469775,0.015136877903716,0.118193250589017,4946,0.009999599050525
2,0.2,0.016182843147132,0.005465252337359,100,0.003251825140729,0.055675141703737,0.010698873176499,100,0.006365829540017
2,0.3,0.059381815962749,0.011590111984954,100,0.006896116631048,0.131935597936897,0.016978983544681,100,0.010102495209085
2,0.4,0.15173519472837,0.021134512811252,100,0.012575035122695,0.252351781571637,0.025114225133004,100,0.014942963954138
2,0.5,0.332040830005585,0.039449073416129,100,0.023472198682597,0.442705787931366,0.040521216652087,100,0.024110123907992
2,0.6,0.670901478775911,0.076481377862329,100,0.045506419828086,0.748428959229185,0.070650489549835,100,0.042037041282152
2,0.7,1.328099041927,0.149748532775223,100,0.089100377001258,1.26835719976473,0.122155071352624,100,0.072682267454811
2,0.8,2.89763173868843,0.377127305383121,100,0.224390746702957,2.41640777837523,0.282096655356762,100,0.167847509937273
2,0.9,7.75255766139135,1.67186763964111,166,0.772084463714217,5.7454831473678,1.1912250018508,154,0.571150294778468
Theoretical 2,0.1,0.002020202020202,,,0,0.013468013468014,,,0
Theoretical 2,0.2,0.016666666666667,,,0,0.055555555555556,,,0
Theoretical 2,0.3,0.059340659340659,,,0,0.131868131868132,,,0
Theoretical 2,0.4,0.152380952380952,,,0,0.253968253968254,,,0
Theoretical 2,0.5,0.333333333333333,,,0,0.444444444444444,,,0
Theoretical 2,0.6,0.675,,,0,0.75,,,0
Theoretical 2,0.7,1.34509803921569,,,0,1.28104575163399,,,0
Theoretical 2,0.8,2.84444444444445,,,0,2.37037037037037,,,0
Theoretical 2,0.9,7.67368421052632,,,0,5.68421052631579,,,0
4,0.1,0.001773456413851,0.109639675680358,4256,0.00999962925129,0.001980741917395,0.093907988832373,3124,0.009996868807981
4,0.2,0.002297729654571,0.001453461693109,100,0.0008648097074,0.003840980481521,0.001290562232485,100,0.000767884528328
4,0.3,0.01592205984593,0.004496737843029,100,0.002675559016603,0.017852186819067,0.003570208063832,100,0.00212427379798
4,0.4,0.06015045675178,0.010888791463097,100,0.006478830920543,0.049934840562902,0.006632577578442,100,0.003946383659173
4,0.5,0.176169945589478,0.023997307606616,100,0.014278398025936,0.116740112828859,0.012580471197535,100,0.007485380362533
4,0.6,0.432701799534484,0.044480425985047,100,0.026465853461103,0.239839660139209,0.021200748429682,100,0.012614445315661
4,0.7,1.00280525185984,0.113498129331473,100,0.067531386952227,0.476669945359299,0.045960283821623,100,0.027346368873865
4,0.8,2.36629545346798,0.25628912367733,100,0.152492028588011,0.986991617481295,0.096994128584604,100,0.05771150650784
4,0.9,6.91665831586045,1.05808674425037,100,0.629561612828969,2.56107488115623,0.374569650568961,100,0.222868942088532
Theoretical 4,0.1,0.001685185421906,,,0,0.005617284739686,,,0
Theoretical 4,0.2,0.002395209580838,,,0,0.003992015968064,,,0
Theoretical 4,0.3,0.01587846116148,,,0,0.017642734623867,,,0
Theoretical 4,0.4,0.060466489518748,,,0,0.050388741265624,,,0
Theoretical 4,0.5,0.173913043478261,,,0,0.115942028985507,,,0
Theoretical 4,0.6,0.430564784053156,,,0,0.239202657807309,,,0
Theoretical 4,0.7,1.00019340920925,,,0,0.476282575813931,,,0
Theoretical 4,0.8,2.38572988714962,,,0,0.994054119645674,,,0
Theoretical 4,0.9,7.08977937865827,,,0,2.62584421431788,,,0
