1,0.1,0.002671858481047,0.002751236181113,100,0.001636985527762,0.052983075555856,0.016788702786366,101,0.009939703270451
1,0.2,0.010837310594712,0.005468393566509,902,0.00108336165685,0.111841223334056,0.01972741498953,112,0.011091189740399
1,0.3,0.0264300601315,0.007681824252634,300,0.002638886463575,0.177336149692697,0.022858113892355,100,0.013600577765951
1,0.4,0.050099705552886,0.010452566861903,155,0.004995443725375,0.252079669007825,0.027839820486416,100,0.016564693189418
1,0.5,0.082666951928318,0.014450817987881,109,0.008235617120484,0.331562884491689,0.031275060128184,100,0.018608660776269
1,0.6,0.127232038009821,0.020052599969163,100,0.011931296981652,0.423131796495639,0.039266619641123,100,0.023363638686468
1,0.7,0.185512590254207,0.026245595009951,100,0.015616129030921,0.536510441022512,0.04985419793041,100,0.029663247768594
1,0.8,0.265158759261492,0.037478328265263,100,0.022299605317832,0.665167471827976,0.063123990361424,100,0.037558774265047
1,0.9,0.367405902170631,0.040654016182701,100,0.024189139628707,0.818015412863879,0.068150205289605,100,0.040549372147315
2,0.1,0.000300961433581,0.000735393134051,100,0.000437558914761,0.002891827124702,0.003170093016104,100,0.001886205344582
2,0.2,0.002040660358152,0.003150126649081,8437,0.000204056745533,0.010308972678191,0.009953177077263,3301,0.001030756148934
2,0.3,0.006992007189066,0.002731363112769,541,0.000698711309842,0.023422704658365,0.00474666859869,147,0.002329416834226
2,0.4,0.016874675382671,0.004256564750423,227,0.001680982845053,0.042173808029891,0.005361967230328,100,0.003190370502045
2,0.5,0.034036645968678,0.007005423302712,151,0.00339205491637,0.067596026299571,0.008698515825226,100,0.005175616916009
2,0.6,0.058963657988012,0.009117662054989,100,0.005425008922719,0.098898187258886,0.009881167671368,100,0.005879294764464
2,0.7,0.095593211448852,0.013730153638367,100,0.008169441414829,0.13719870258111,0.013628600198515,100,0.008109017118116
2,0.8,0.153032423036129,0.017881169180149,100,0.010639295662189,0.190608011911419,0.016188462681036,100,0.009632135295216
2,0.9,0.231926569136528,0.028576338697034,100,0.017002921524735,0.257177391290638,0.021920181880662,100,0.013042508218994
4,0.1,0,0,100,0,2.91598618351273E-05,0.000115300105907,100,6.86035630148028E-05
4,0.2,8.8587847042744E-05,0.000547472670954,135215,8.85863839111307E-06,0.000224349497428,0.000879656069361,54430,2.24342059322105E-05
4,0.3,0.000623987671172,0.000631690360414,3629,6.23918310400422E-05,0.00103767381711,0.000547547422571,987,0.000103700327601
4,0.4,0.002432054553735,0.001347341977136,1087,0.000243153225141,0.00307524519653,0.001009237464906,383,0.000306839271356
4,0.5,0.006666076956429,0.002300649310447,423,0.000665575314347,0.006757171818676,0.001498337028303,175,0.000673918616699
4,0.6,0.015978918764057,0.003603739787703,181,0.001593790019835,0.013292862546868,0.001838012477232,100,0.001093617423953
4,0.7,0.032869789988164,0.005904741641664,115,0.0032761889835,0.023523161044471,0.00313338442599,100,0.001864363733464
4,0.8,0.059808730475845,0.010130054087098,102,0.005967997657914,0.037354183089201,0.004610181718041,100,0.002743058122234
4,0.9,0.103700773931318,0.013258902721722,100,0.007889047119425,0.057738563454568,0.005777507355672,100,0.003437616876625
